"","State","County","Hispanic","White","Black","Asian","Native","Pacific","Income","TotalPop","Men","Women","Citizen","hospital_count","population_hospital_ratio"
"1","Alabama","autauga",0.85,74.5,15.35,0,0,0,50528,55221,26745,28476,40725,1,55221
"2","Alabama","baldwin",4.3,85.6,5.4,0.2,0.2,0,45859,195121,95314,99807,147695,4,48780.25
"3","Alabama","barbour",4.2,48.6,47,0,0,0,29891,26932,14497,12435,20714,2,13466
"4","Alabama","bibb",2.45,81.75,12.85,0.05,0.25,0,41063,22604,12073,10531,17495,4,5651
"5","Alabama","blount",8.1,88.2,0.4,0.1,0.1,0,43325,57710,28512,29198,42345,2,28855
"6","Alabama","bullock",0,17.2,73.1,0.2,0.1,0,31355,10678,5660,5018,8057,1,10678
"7","Alabama","butler",0,61.1,36.5,0,0,0,32282,20354,9502,10852,15581,12,1696.16666666667
"8","Alabama","calhoun",2.2,74.5,16.4,0,0,0,40354,116648,56274,60374,88612,10,11664.8
"9","Alabama","chambers",0.4,59.5,34.5,0,0,0,35515,34079,16258,17821,26462,2,17039.5
"10","Alabama","cherokee",1.25,92.4,3.9,0,0.3,0,37054.5,26008,12975,13033,20600,11,2364.36363636364
"11","Alabama","choctaw",0,55.2,43.7,0,0,0,33396.5,13395,6382,7013,10568,3,4465
"12","Alabama","clarke",0,53.4,44.4,0,0,0,29684,25070,11834,13236,19258,6,4178.33333333333
"13","Alabama","clay",2.05,80.95,15.55,0,0.5,0,31208.5,13537,6671,6866,10312,16,846.0625
"14","Alabama","cleburne",1.9,93.55,1.55,0.2,0,0,37679,15002,7334,7668,11367,1,15002
"15","Alabama","coffee",2.95,75.75,11.4,0.65,0.65,0,39451,50884,25174,25710,37575,4,12721
"16","Alabama","colbert",1.95,79.75,15.2,0.25,0.45,0,40688.5,54444,26303,28141,42075,2,27222
"17","Alabama","conecuh",1.8,45.2,45.5,0,0,0,26953,12865,6176,6689,9930,1,12865
"18","Alabama","covington",1,87.25,9.3,0,0,0,36868.5,37886,18339,19547,29358,3,12628.6666666667
"19","Alabama","crenshaw",0.95,72.7,20.95,0.45,0.6,0,35795,13938,6863,7075,10591,1,13938
"20","Alabama","cullman",3.5,92.8,0.2,0.2,0.15,0,38295,80965,40081,40884,61222,1,80965
"21","Alabama","dale",4.85,68.4,13.5,0.4,0.35,0,45625,49866,24708,25158,37331,1,49866
"22","Alabama","dallas",0,29,70.8,0,0,0,26759,42154,19450,22704,31231,32,1317.3125
"23","Alabama","dekalb",13.1,83.6,0.35,0.2,0.85,0,38470,71068,35474,35594,49341,7,10152.5714285714
"24","Alabama","elmore",2.5,75.1,21.9,0.2,0,0,48348,80763,39362,41401,61172,3,26921
"25","Alabama","escambia",0.8,66.7,26.2,0,1.4,0,34350,37935,19524,18411,29399,5,7587
"26","Alabama","etowah",2.4,79.95,8.35,0,0,0,37893.5,103766,50207,53559,78881,2,51883
"27","Alabama","fayette",0,94.5,5,0,0,0,37375,16896,8477,8419,13188,17,993.882352941176
"28","Alabama","franklin",2.4,92.5,1.7,0,0,0,35436,31634,15311,16323,22124,34,930.411764705882
"29","Alabama","geneva",4,83.65,9.5,0,0.1,0,35843,26815,13174,13641,20334,1,26815
"30","Alabama","greene",0.3,15.9,83.9,0,0,0,20492,8697,4095,4602,6669,14,621.214285714286
"31","Alabama","hale",1.05,42,54.55,0,0,0,36155,15256,7183,8073,11612,2,7628
"32","Alabama","henry",1.1,71.5,23.45,0,0,0,37790.5,17252,8259,8993,13357,8,2156.5
"33","Alabama","houston",3.1,69.15,24.7,0.3,0.25,0,36736,103534,49563,53971,77666,6,17255.6666666667
"34","Alabama","jackson",1.5,88.8,1.8,0.2,0.6,0,37989,52860,26076,26784,40758,32,1651.875
"35","Alabama","jefferson",2.1,45.4,48.1,0.2,0,0,42818,659026,311581,347445,490208,47,14021.829787234
"36","Alabama","lamar",1.1,86.5,11.5,0,0,0,35453,14133,6832,7301,11003,1,14133
"37","Alabama","lauderdale",2.05,88.3,9.25,0.5,0.35,0,41113,92737,44419,48318,72671,6,15456.1666666667
"38","Alabama","lawrence",1.3,79.7,4,0,5.8,0,39787,33586,16421,17165,26020,14,2399
"39","Alabama","lee",2,72,16.1,1.2,0,0,40417,150982,74277,76705,112580,10,15098.2
"40","Alabama","limestone",6.25,80.75,8.7,0.25,0.4,0,46152,88805,44626,44179,66086,4,22201.25
"41","Alabama","lowndes",0.15,27.45,72,0,0,0,26149,10742,5125,5617,8222,2,5371
"42","Alabama","macon",0.6,4.65,91.15,0,0,0,29719,20018,9166,10852,16193,7,2859.71428571429
"43","Alabama","madison",3.5,68.4,19.2,1.7,0.3,0,51529,346438,169422,177016,258791,27,12831.037037037
"44","Alabama","marengo",2.55,43.4,52.25,0,0,0,32177.5,20306,9452,10854,15431,1,20306
"45","Alabama","marion",0.4,95.85,2.35,0.2,0.1,0,33250,30387,15004,15383,23914,28,1085.25
"46","Alabama","marshall",7.8,84.3,0.2,0.25,0.2,0,39082.5,94318,46409,47909,65369,12,7859.83333333333
"47","Alabama","mobile",1.6,53.15,38.3,0.3,0,0,38684,414251,198216,216035,307788,5,82850.2
"48","Alabama","monroe",0.1,45.1,54.5,0,0.1,0,23843,22217,10639,11578,16842,22,1009.86363636364
"49","Alabama","montgomery",1.3,35.3,57.9,0.3,0,0,41580,228138,108296,119842,166983,43,5305.53488372093
"50","Alabama","morgan",6.2,82.4,7.4,0,0.3,0,46615,119786,58814,60972,87583,8,14973.25
"51","Alabama","perry",0.6,32.3,64.4,0.5,0,0,28106,10038,4651,5387,7724,7,1434
"52","Alabama","pickens",0.6,62,36.5,0,0,0,33011,19856,9657,10199,15405,4,4964
"53","Alabama","pike",0.8,63.8,29.3,0.5,0.7,0,34003.5,33155,15818,17337,25798,8,4144.375
"54","Alabama","randolph",2.65,78.75,18.45,0,0,0,36295.5,22648,11090,11558,17343,10,2264.8
"55","Alabama","russell",2.6,62.5,29.4,0.2,0.1,0,34493,58302,28347,29955,42921,4,14575.5
"56","Alabama","shelby",2.4,80.2,9.9,0.6,0,0,71973,203530,99134,104396,146850,13,15656.1538461538
"57","Alabama","sumter",0.45,26.6,68.65,1.6,0.1,0,23657,13341,5905,7436,10471,4,3335.25
"58","Alabama","talladega",1.35,63.2,32.65,0,0,0,35601.5,81437,39494,41943,62264,2,40718.5
"59","Alabama","tallapoosa",1.25,67.95,23.95,0,0.1,0,36471.5,41153,19593,21560,32018,2,20576.5
"60","Alabama","tuscaloosa",2.2,67.9,24.1,0.2,0,0,43873,200458,96781,103677,154170,1,200458
"61","Alabama","walker",1.5,91.75,4.2,0.1,0,0,34870.5,65923,32013,33910,50720,2,32961.5
"62","Alabama","washington",1.5,73.1,23.3,0,0.6,0,42955,16997,8490,8507,12968,44,386.295454545455
"63","Alabama","wilcox",0.05,22.75,77.2,0,0,0,24321,11235,5376,5859,8391,1,11235
"64","Alabama","winston",1,97.3,0,0.1,0.1,0,36016,24130,11876,12254,18840,2,12065
"65","Arizona","apache",2.5,3.35,0.4,0.1,92.2,0,26192.5,72124,35663,36461,49827,4,18031
"66","Arizona","cochise",30.3,54.35,0.9,0.45,0.3,0,40568.5,129647,66100,63547,93583,4,32411.75
"67","Arizona","coconino",12.05,66.9,0.75,0.65,9.25,0,51239,136701,67553,69148,102071,3,45567
"68","Arizona","gila",11.25,75.6,0.05,0,0.55,0,39479,53165,26436,26729,41195,3,17721.6666666667
"69","Arizona","graham",37.3,54.9,0.7,0.4,0.9,0,48611,37407,20049,17358,25820,2,18703.5
"70","Arizona","la paz",23.65,74.45,0,0.2,0.5,0.2,34951,20335,10378,9957,15181,2,10167.5
"71","Arizona","maricopa",20.9,64.7,3.3,2.3,0.5,0,53854,4018143,1986158,2031985,2659853,37,108598.459459459
"72","Arizona","mohave",14.8,79.8,0.5,0.6,0.7,0,39665,203362,102371,100991,156544,4,50840.5
"73","Arizona","navajo",8.4,37.8,0,0.2,20.6,0,31607,107656,53984,53672,75710,4,26914
"74","Arizona","pima",26.3,62.9,2.3,2,0.7,0,46107.5,998537,491108,507429,715163,9,110948.555555556
"75","Arizona","pinal",27,56.2,2.7,0.8,0.9,0,48603,389772,202502,187270,269267,5,77954.4
"76","Arizona","santa cruz",91.55,7.3,0,0.35,0,0,33734,47073,22566,24507,26735,4,11768.25
"77","Arizona","yavapai",12.75,83.15,0.35,0.55,0.55,0,44506.5,215996,105693,110303,170343,2,107998
"78","Arizona","yuma",55.2,39.9,1.1,0.5,0,0,38544,202987,103779,99208,119116,3,67662.3333333333
"79","Arkansas","arkansas",2.55,83.95,11.25,0,0,0,38674,18731,8936,9795,14064,2,9365.5
"80","Arkansas","ashley",4.1,65.1,31.9,0,0,0,34766,21229,10185,11044,15892,1,21229
"81","Arkansas","baxter",1.5,95.3,0.1,0.1,0.4,0,35864,41040,19811,21229,33474,1,41040
"82","Arkansas","benton",10.8,78.6,0.8,1.5,0.8,0,53391,238198,117781,120417,156678,9,26466.4444444444
"83","Arkansas","boone",0.8,93.9,0.2,0.4,0.4,0,39214,37227,18138,19089,28663,8,4653.375
"84","Arkansas","bradley",11,55.2,28.1,0,0,0,33169,11206,5534,5672,8034,2,5603
"85","Arkansas","calhoun",3.45,73,22.2,0.2,0.05,0,36605.5,5245,2692,2553,4216,10,524.5
"86","Arkansas","carroll",4,93.5,0.3,0,0.4,0,37665,27635,13535,14100,20067,13,2125.76923076923
"87","Arkansas","chicot",4.55,28.45,64.25,0.15,0.25,0,26439,11353,5577,5776,8537,1,11353
"88","Arkansas","clark",4.7,64.9,30.3,1,0.1,0,35594,22751,10786,11965,17967,29,784.51724137931
"89","Arkansas","clay",0.6,96.1,0.05,0,0.1,0,32763.5,15400,7588,7812,12069,16,962.5
"90","Arkansas","cleburne",2.1,95.2,0,0,0,0,42778,25711,12842,12869,20431,1,25711
"91","Arkansas","cleveland",2.25,85.75,10.1,0.1,0.2,0,44070.5,8510,4234,4276,6408,5,1702
"92","Arkansas","columbia",2.9,60.7,31.5,0.1,0.2,0,37436,24327,11569,12758,18348,9,2703
"93","Arkansas","conway",4,86.05,7.6,0,0.2,0,36639,21110,10346,10764,15895,1,21110
"94","Arkansas","craighead",3.5,79.2,12.9,0.6,0.2,0,39792,101409,49362,52047,73775,2,50704.5
"95","Arkansas","crawford",4.1,85.9,1,1.1,1.5,0,42445,61748,30269,31479,44604,12,5145.66666666667
"96","Arkansas","crittenden",0.8,42.8,49.25,0,0,0,37326.5,49765,23482,26283,35272,1,49765
"97","Arkansas","cross",0.25,80.7,13.35,0.05,0,0,35231.5,17467,8384,9083,13150,1,17467
"98","Arkansas","dallas",4.4,49.3,44.5,0.2,0,0,35764,7868,3877,3991,5922,32,245.875
"99","Arkansas","desha",2.6,49.8,48.2,0,0,0,28491,12379,5741,6638,8978,2,6189.5
"100","Arkansas","drew",3.5,70.6,25,0,0,0,29518,18740,9215,9525,14364,1,18740
"101","Arkansas","faulkner",3.2,83.8,12.2,0.5,0.1,0,50450,119343,58488,60855,88588,2,59671.5
"102","Arkansas","franklin",2.1,93.1,0.7,0,0.5,0,40145,17866,8797,9069,13606,34,525.470588235294
"103","Arkansas","fulton",1.15,95.9,0.15,1.5,0.4,0,37293,12224,6055,6169,9674,14,873.142857142857
"104","Arkansas","garland",5.05,84,6.7,0.4,0.05,0,38727.5,96954,46921,50033,75395,3,32318
"105","Arkansas","grant",0.3,93.35,3.3,0.2,0.25,0,47154.5,18054,8875,9179,13591,16,1128.375
"106","Arkansas","greene",2.2,94.6,0.4,0,0.1,0,46157,43382,21477,21905,32368,14,3098.71428571429
"107","Arkansas","hempstead",7.4,55.6,39.2,0,0,0,32917,22336,10787,11549,15217,1,22336
"108","Arkansas","hot spring",3.5,84.7,8.4,0,0.6,0,42232,33316,17089,16227,25860,1,33316
"109","Arkansas","howard",6.8,66.8,25.5,0,0.8,0,37500,13555,6596,6959,9398,7,1936.42857142857
"110","Arkansas","independence",5.4,92.3,0.95,0,0.05,0,35206,36952,18064,18888,27469,1,36952
"111","Arkansas","izard",1.5,96.25,0.1,0.05,0.2,0,33779,13480,6997,6483,10846,1,13480
"112","Arkansas","jackson",4,77.3,18,0,0,0,30586,17597,8737,8860,13934,32,549.90625
"113","Arkansas","jefferson",1.5,25.2,69.75,0.1,0,0,34333,73548,36165,37383,55705,47,1564.85106382979
"114","Arkansas","johnson",11.4,84.25,0.5,0.95,0,0,34982,25930,12834,13096,18202,22,1178.63636363636
"115","Arkansas","lafayette",1.1,62,35.85,0.3,0,0,31937.5,7270,3534,3736,5739,11,660.909090909091
"116","Arkansas","lawrence",1.45,96.45,0.35,0,0.15,0,32371,17029,8303,8726,13110,14,1216.35714285714
"117","Arkansas","lee",3.4,48.5,46.75,0,0.1,0,27953,9966,5561,4405,7986,10,996.6
"118","Arkansas","lincoln",2.9,80.25,16.9,0,0.25,0,31002.5,14062,8596,5466,11347,26,540.846153846154
"119","Arkansas","little river",1.85,71.6,22.65,0,1,0,37998.5,12720,6384,6336,9716,1,12720
"120","Arkansas","logan",2.4,91.75,1.8,1.25,0.25,0,35499.5,22001,11022,10979,16781,9,2444.55555555556
"121","Arkansas","madison",4.75,92,0,0.35,0.3,0,35884.5,15702,7865,7837,11712,27,581.555555555556
"122","Arkansas","marion",2.1,94.95,0.15,0.7,0.65,0,34413,16458,8172,8286,13531,28,587.785714285714
"123","Arkansas","miller",3.25,59,33.2,0,0.25,0,37676,43652,21540,22112,32939,1,43652
"124","Arkansas","mississippi",4.4,63,31.9,0,0,0,34681.5,44864,21815,23049,32214,2,22432
"125","Arkansas","monroe",1.5,56.4,43.4,0,0,0,26143,7713,3642,4071,5992,22,350.590909090909
"126","Arkansas","montgomery",3.2,92.8,0.9,0.3,0.7,0,31016,9197,4547,4650,7330,43,213.883720930233
"127","Arkansas","nevada",0.7,67.2,30.8,0.3,0.6,0,30792,8793,4367,4426,6642,2,4396.5
"128","Arkansas","newton",1.05,94.35,0,0.45,1.35,0,35020.5,8052,4035,4017,6410,2,4026
"129","Arkansas","ouachita",1.55,56.3,39.85,0.05,0,0,30196,25044,11790,13254,19159,6,4174
"130","Arkansas","perry",3.1,92.5,1.6,0,0,0,42813,10300,5133,5167,7935,7,1471.42857142857
"131","Arkansas","phillips",1.5,26.9,66.85,0.15,0,0,24393.5,20391,9529,10862,14771,5,4078.2
"132","Arkansas","pike",4.1,87.1,0.9,0.6,0,0,33004,11087,5420,5667,8137,8,1385.875
"133","Arkansas","polk",2.3,92.95,0.1,0.1,0.8,0,32799.5,20364,9929,10435,15143,22,925.636363636364
"134","Arkansas","pope",2.3,90,1.2,0.8,0.2,0,37003,62830,31083,31747,46549,2,31415
"135","Arkansas","prairie",0.8,82.2,16.9,0,0.3,0,35200,8402,4137,4265,6653,1,8402
"136","Arkansas","pulaski",3.9,57.3,33.25,0.7,0,0,42911.5,390463,187292,203171,285473,13,30035.6153846154
"137","Arkansas","randolph",1.85,96.05,0.45,0,0.15,0,31785,17695,8678,9017,13591,10,1769.5
"138","Arkansas","saline",3.4,89.9,3.3,0.5,0,0,57500,113833,55920,57913,85359,9,12648.1111111111
"139","Arkansas","scott",3,86.3,0.2,2.6,1,0,33994,10870,5557,5313,7958,10,1087
"140","Arkansas","sebastian",6.4,78.2,5.7,3.45,0.8,0,39777.5,127273,62355,64918,88532,2,63636.5
"141","Arkansas","sevier",21.45,72.5,4.9,0,1.65,0,36884,17268,8563,8705,10037,2,8634
"142","Arkansas","stone",1.5,93.7,0,0,0,0,28050,12512,6340,6172,9875,2,6256
"143","Arkansas","union",1.65,64.75,27.55,0.2,0,0,37248.5,40633,19640,20993,30352,19,2138.57894736842
"144","Arkansas","van buren",3.1,93.9,0,0,0.2,0,30888,17002,8402,8600,13395,4,4250.5
"145","Arkansas","washington",7.4,79.15,2,1.3,0.7,0,43796.5,216432,108144,108288,144421,44,4918.90909090909
"146","Arkansas","white",3.6,88.9,4.2,0,0,0,41779,78660,38736,39924,58819,3,26220
"147","Arkansas","yell",23.35,72,1.6,1.45,0,0,35325,21835,10804,11031,14694,2,10917.5
"148","California","alameda",15.6,30.9,7.35,20.5,0.2,0.2,74096,1584983,776699,808284,1025865,13,121921.769230769
"149","California","amador",11,83.5,0.1,0.7,1.7,0,60487,36995,20012,16983,30376,1,36995
"150","California","butte",14.2,74,0.5,2.7,0.5,0,42031,222564,110115,112449,169724,5,44512.8
"151","California","calaveras",9.55,86.25,0.15,0.3,0.65,0,53821,44767,22143,22624,35415,1,44767
"152","California","contra costa",18.8,51.8,4.8,12.3,0,0,82917,1096068,534618,561450,720881,7,156581.142857143
"153","California","del norte",13.8,68.9,0.3,1.9,4.6,0.3,36225,27788,15418,12370,21078,1,27788
"154","California","el dorado",9.3,82.7,0.2,1.55,0.25,0,70505.5,182093,90970,91123,135584,2,91046.5
"155","California","fresno",50.3,28.4,3.7,8.3,0.2,0,40741,956749,477316,479433,559092,8,119593.625
"156","California","glenn",34.75,58.95,0.4,1.95,0.7,0.1,40460,28029,14168,13861,17146,1,28029
"157","California","humboldt",10.2,78.35,0.85,1.3,2.7,0,43490,135034,67533,67501,104456,6,22505.6666666667
"158","California","imperial",80.2,11.1,1.4,0.8,0,0,34997,178206,91167,87039,98226,2,89103
"159","California","inyo",18.2,67.95,0.85,1.15,6.5,0.65,46579.5,18373,9214,9159,13642,2,9186.5
"160","California","kern",47.1,36.4,2.6,1.9,0.3,0,45275,865736,444547,421189,499713,10,86573.6
"161","California","kings",49,35.5,3.2,2.3,0.3,0,43510,150998,83958,67040,92064,13,11615.2307692308
"162","California","lake",14.1,73.4,1.1,0.8,2.5,0,30825,64158,32146,32012,48212,27,2376.22222222222
"163","California","lassen",6.9,83.8,2.2,0.9,2.5,0.1,46989,32645,21818,10827,26125,1,32645
"164","California","los angeles",45.65,18.1,3.3,8.95,0,0,54613,10038388,4945351,5093037,6046749,83,120944.43373494
"165","California","madera",56.9,32,1.2,1,0.6,0,45841,153187,73863,79324,87708,1,153187
"166","California","marin",8.2,80.9,1.1,5.2,0,0,93897,258349,126460,131889,181699,3,86116.3333333333
"167","California","mariposa",9.05,82.15,0.5,0.7,1.85,0,52857,17789,8931,8858,14196,1,17789
"168","California","mendocino",21.7,66.55,0.45,1.4,1.8,0,41001.5,87544,43827,43717,61868,3,29181.3333333333
"169","California","merced",56.4,32.7,2.4,5.5,0.1,0,41661,263885,133152,130733,144588,2,131942.5
"170","California","modoc",12.7,79.95,0.3,0.85,3.15,0,38681.5,9184,4664,4520,6860,2,4592
"171","California","mono",18.3,68.9,0.4,0.6,2.7,0,55799,14146,7311,6835,9474,1,14146
"172","California","monterey",52.1,31,0.9,5.2,0,0,58250,428441,219299,209142,229007,4,107110.25
"173","California","napa",28.25,57.7,0.65,2.65,0,0,72422,140295,69798,70497,91161,2,70147.5
"174","California","nevada",6.9,88.8,0.2,1,0.5,0,59854,98570,48668,49902,77833,2,49285
"175","California","orange",23.55,48.85,0.9,13.6,0,0,77120,3116069,1539600,1576469,1961585,38,82001.8157894737
"176","California","placer",10.75,74.9,0.85,4.05,0,0,71341,366280,178729,187551,266102,3,122093.333333333
"177","California","plumas",7.8,86,0.2,1,2,0,48576,18966,9608,9358,15240,3,6322
"178","California","riverside",43.75,40.4,3.95,3.55,0,0,54900,2298032,1143477,1154555,1427761,16,143627
"179","California","sacramento",19.6,51,7.5,9.4,0.2,0.1,54694,1465832,717117,748715,985653,9,162870.222222222
"180","California","san benito",51,43.3,0.7,2,0.2,0,72083,57557,28773,28784,35185,1,57557
"181","California","san bernardino",49.55,28.1,6,3.5,0,0,50276.5,2094769,1042053,1052716,1292879,18,116376.055555556
"182","California","san diego",25.55,52.55,2.95,6.45,0,0,63974,3223096,1618945,1604151,2141755,16,201443.5
"183","California","san francisco",10.9,43.9,2.7,28.1,0,0,82591.5,840763,427909,412854,618670,10,84076.3
"184","California","san joaquin",39.5,35.2,5.1,9,0.1,0,50127,708554,352400,356154,428049,7,101222
"185","California","san luis obispo",18,73.9,0.7,2.2,0.1,0,60286,276517,140953,135564,210483,3,92172.3333333333
"186","California","san mateo",17.6,44.2,1.3,20,0,0.1,96438,748731,368416,380315,480863,7,106961.571428571
"187","California","santa barbara",34.85,52.9,1.05,3.8,0,0,66870,435850,218483,217367,276381,5,87170
"188","California","santa clara",21.7,34,1.95,27.6,0,0,97832,1868149,939004,929145,1131378,10,186814.9
"189","California","santa cruz",21.05,70.5,0.65,3.05,0,0,71909,269278,133714,135564,185139,4,67319.5
"190","California","shasta",8.15,83,0.55,1.85,2,0,45698,178942,87851,91091,135991,4,44735.5
"191","California","sierra",8.9,88,0.1,0,0.9,0.5,42833,3021,1505,1516,2493,1,3021
"192","California","siskiyou",10.1,80.3,0.6,1.35,1.95,0,38583,43895,21825,22070,33830,2,21947.5
"193","California","solano",23.4,37.4,12.8,11.7,0,0.2,65771,425753,211881,213872,290741,4,106438.25
"194","California","sonoma",20.2,69.2,0.7,3,0.2,0,65532,495078,242817,252261,347287,8,61884.75
"195","California","stanislaus",41.85,48.45,1.9,3.65,0.25,0,50459,527367,261045,266322,323587,5,105473.4
"196","California","sutter",24.9,52.4,1.9,8.7,0.6,0,51875,95247,47349,47898,59874,1,95247
"197","California","tehama",22.3,69.7,0.3,0.8,1.7,0,41687,63152,31489,31663,45284,1,63152
"198","California","trinity",4.2,81.3,1.1,1.6,2.5,0,33553,13373,6878,6495,10562,2,6686.5
"199","California","tulare",65.35,30.2,0.8,2,0.3,0,39671,454033,227426,226607,243032,4,113508.25
"200","California","tuolumne",10.8,81.6,0.1,0.9,1.3,0,49119.5,54079,28218,25861,43923,1,54079
"201","California","ventura",30.1,56.4,1.1,5.7,0,0,74042,840833,416484,424349,537621,7,120119
"202","California","yolo",23.3,48.7,1.5,11.1,0.2,0,56667,207320,100937,106383,139127,2,103660
"203","California","yuba",27.15,55.05,2.3,7,0.65,0.2,39705,73437,37300,36137,48153,1,73437
"204","Colorado","adams",37.45,51.45,1.15,2.7,0.2,0,55610.5,471206,237107,234099,295079,15,31413.7333333333
"205","Colorado","alamosa",38.95,55.9,1.1,0.9,1.2,0,41447,16269,7972,8297,11392,1,16269
"206","Colorado","arapahoe",13,66,6.4,4.2,0,0,65256,608310,299103,309207,411357,3,202770
"207","Colorado","archuleta",16.75,78.6,0.6,0.85,0.65,0,47597,12174,6202,5972,9676,1,12174
"208","Colorado","baca",10.1,86.4,0.95,0.1,1.35,0.05,37899.5,3701,1776,1925,2859,1,3701
"209","Colorado","boulder",8.3,81.85,0.5,2.85,0,0,75687.5,310032,155795,154237,228765,4,77508
"210","Colorado","broomfield",11.8,78.9,0.7,6,0,0,85769,60699,30075,30624,43009,1,60699
"211","Colorado","chaffee",9.7,86.8,0.3,0.1,0.6,0,47167,18309,9798,8511,15187,1,18309
"212","Colorado","cheyenne",12.9,84.5,0.3,1.5,0.1,0,52554,2002,1051,951,1383,3,667.333333333333
"213","Colorado","conejos",54.8,42.9,0.05,0.15,1.6,0.15,36488.5,8249,4111,4138,5809,1,8249
"214","Colorado","custer",2.7,91.6,3,0,1.3,0.1,35000,4303,2148,2155,3495,6,717.166666666667
"215","Colorado","delta",12.9,84.5,0.1,0.2,0.3,0,42192,30214,15148,15066,23171,2,15107
"216","Colorado","denver",19.3,60.2,4.9,2.4,0.3,0,53286,649654,324730,324924,449814,6,108275.666666667
"217","Colorado","douglas",8,84.3,0.9,2.6,0,0,104750,306974,152339,154635,209369,21,14617.8095238095
"218","Colorado","eagle",24.7,70.15,0.15,0.5,0,0,68650,52576,27887,24689,33036,1,52576
"219","Colorado","el paso",13.55,72.9,4.45,2.05,0.15,0,55493.5,655024,329550,325474,468300,10,65502.4
"220","Colorado","elbert",5.4,90.7,0.6,0.4,0.1,0,74583,23855,11969,11886,17858,1,23855
"221","Colorado","fremont",10.1,86.65,0.25,0.6,0.75,0,41230,46809,27003,19806,38084,3,15603
"222","Colorado","garfield",27.5,69.7,0.3,0.4,0,0,55779,57076,29186,27890,36129,7,8153.71428571429
"223","Colorado","grand",5,88.6,0.5,1.8,0,0,60354,14411,7689,6722,11252,2,7205.5
"224","Colorado","gunnison",4.5,90.85,0.45,0.2,0.25,0,60114.5,15651,8427,7224,12428,1,15651
"225","Colorado","huerfano",36.4,62.35,0.35,0.2,0.1,0,32829.5,6502,3290,3212,5421,1,6502
"226","Colorado","jackson",15.4,83.7,0.1,0,0.2,0,46014,1335,709,626,1066,32,41.71875
"227","Colorado","jefferson",12.2,81.3,0.6,1.7,0.1,0,74424.5,552344,274525,277819,418635,47,11752
"228","Colorado","kiowa",7.2,87,0.8,0.1,0.3,0,40304,1463,666,797,1071,3,487.666666666667
"229","Colorado","kit carson",16,81.5,0.2,0.2,0,0,42500,7980,4379,3601,5591,1,7980
"230","Colorado","la plata",10.8,83,0.25,0.7,3.8,0,61091,53182,27010,26172,41861,2,26591
"231","Colorado","lake",42.1,55.9,0.05,0.5,0.1,0,47944.5,7362,4021,3341,5058,27,272.666666666667
"232","Colorado","larimer",9.8,84.2,0.5,1.3,0.2,0,58594,318227,158367,159860,243940,5,63645.4
"233","Colorado","las animas",43.25,50.65,1.15,0.05,1.05,0,45564,14503,7467,7036,11330,1,14503
"234","Colorado","lincoln",14.8,74,8.75,0.15,1.3,0,39003.5,5478,3212,2266,4099,26,210.692307692308
"235","Colorado","logan",10.15,81.1,0.95,0.15,1,0,46885,21928,11889,10039,16591,9,2436.44444444444
"236","Colorado","mesa",12.5,82.8,0.7,0.4,0.2,0,50833,147834,73340,74494,111376,3,49278
"237","Colorado","mineral",10.8,87.9,0.8,0,0,0,48125,733,381,352,674,3,244.333333333333
"238","Colorado","moffat",14.2,81.75,0.15,0.05,0.5,0.85,48076,13117,6830,6287,9261,1,13117
"239","Colorado","montezuma",11,75.5,0.1,0.3,7.1,0,45398,25700,12729,12971,19501,1,25700
"240","Colorado","montrose",15.95,80.05,0.4,0.45,0.1,0,44151,40815,20021,20794,29751,1,40815
"241","Colorado","morgan",38.75,56.1,1.9,0.1,0.35,0,49177,28359,14088,14271,18225,8,3544.875
"242","Colorado","otero",37.2,61.2,0.2,0.3,0.5,0,34079,18572,9121,9451,13462,3,6190.66666666667
"243","Colorado","park",3,91.7,0,0.4,1,0,60972,16189,8525,7664,13022,3,5396.33333333333
"244","Colorado","phillips",13.8,82.6,0.1,0.8,0.4,0,43715,4371,2259,2112,3089,5,874.2
"245","Colorado","pitkin",8.7,87.3,0.6,1.5,0.25,0,70614.5,17420,9235,8185,13236,1,17420
"246","Colorado","prowers",33.8,62,0.1,0,0,0,40766,12235,6137,6098,8087,1,12235
"247","Colorado","pueblo",40.9,52.15,0.9,0.2,0.1,0,36744,161519,79535,81984,119920,2,80759.5
"248","Colorado","rio blanco",10.15,85.35,0.5,0,3.25,0.15,61337,6712,3490,3222,4881,2,3356
"249","Colorado","rio grande",56.9,40.3,0.3,0,1.3,0.1,38170,11745,5810,5935,8480,1,11745
"250","Colorado","routt",6.8,90.5,0.1,0.25,0.05,0,69304.5,23606,12328,11278,18037,1,23606
"251","Colorado","san juan",19.3,76.7,0,0,1.5,0,36324,606,327,279,532,20,30.3
"252","Colorado","san miguel",10.25,88.8,0.05,0.55,0.15,0,54489.5,7676,4049,3627,5907,1,7676
"253","Colorado","sedgwick",13.6,80.1,1.2,1.2,0.4,0,44191,2365,1139,1226,1831,7,337.857142857143
"254","Colorado","summit",14.1,83.1,0.4,0.9,0.2,0,71952,28940,15912,13028,21832,8,3617.5
"255","Colorado","teller",4.5,91.85,0.05,0.35,0.2,0,51488,23340,11826,11514,18674,1,23340
"256","Colorado","washington",8.5,89.15,0.5,0.4,0.6,0,45083.5,4795,2482,2313,3666,44,108.977272727273
"257","Colorado","weld",22,74.4,0.2,0.7,0.2,0,63484.5,270948,136230,134718,184712,1,270948
